baseline,seed,n_full,n_strict,dropout,tF_wis_h1,tF_cov95_h1,tS_wis_h1,tS_cov95_h1,tF_wis_h2,tF_cov95_h2,tS_wis_h2,tS_cov95_h2,tF_wis_h3,tF_cov95_h3,tS_wis_h3,tS_cov95_h3,tF_wis_h4,tF_cov95_h4,tS_wis_h4,tS_cov95_h4,region
lstm,42,254,149,0.3,0.28934624431211625,0.5905511811023622,0.3364333869458149,0.5771812080536913,0.4923758186305562,0.4251968503937008,0.550486842517537,0.3825503355704698,0.6296843125745882,0.3110236220472441,0.6717479021181544,0.30201342281879195,0.7774416272093768,0.24803149606299213,0.7987121383720146,0.2751677852348993,hhs6
lstm,123,254,149,0.3,0.28017454531667413,0.6417322834645669,0.32960872646163564,0.610738255033557,0.4739162247825143,0.4448818897637795,0.5615099828377876,0.4161073825503356,0.6591749238732212,0.2952755905511811,0.7770986093215911,0.28859060402684567,0.8002578100472312,0.25984251968503935,0.9244159233629236,0.2348993288590604,hhs6
lstm,456,254,149,0.3,0.307753001626266,0.5826771653543307,0.36778381253144543,0.5503355704697986,0.5071217015077504,0.40551181102362205,0.5798983648954205,0.38926174496644295,0.7047111907126927,0.2795275590551181,0.7582849868226754,0.28859060402684567,0.841942686356122,0.18503937007874016,0.8807099637365703,0.19463087248322147,hhs6
lstm,789,254,149,0.3,0.3424377666538769,0.515748031496063,0.43169005912822367,0.4563758389261745,0.503231938958719,0.38188976377952755,0.5984898119756145,0.3691275167785235,0.6400282472444494,0.31496062992125984,0.7234034501848814,0.2684563758389262,0.7658000409780648,0.2047244094488189,0.7984393205785668,0.20134228187919462,hhs6
lstm,1024,254,149,0.3,0.36973060176659023,0.42913385826771655,0.42116442019089967,0.436241610738255,0.5558937389661457,0.2795275590551181,0.689631806516355,0.2348993288590604,0.7218222866055085,0.21653543307086615,0.9067571772362354,0.174496644295302,0.8718821952529495,0.15748031496062992,1.1011630296180157,0.11409395973154363,hhs6
vanilla_mamba,42,254,149,0.1,0.3958897166268869,0.5393700787401575,0.4582053762589108,0.4563758389261745,0.5316047378936806,0.3937007874015748,0.5962222974485443,0.3422818791946309,0.7041542802089413,0.36220472440944884,0.8062860168050947,0.28859060402684567,0.7700330183745574,0.37401574803149606,0.8939026002467182,0.30201342281879195,hhs6
vanilla_mamba,123,254,149,0.1,0.44591341601622836,0.32677165354330706,0.5041340323664337,0.3087248322147651,0.5360837910763311,0.3661417322834646,0.6279176928078186,0.30201342281879195,0.7204065461751636,0.2283464566929134,0.8364326507367056,0.18120805369127516,0.8221181308798738,0.21653543307086615,0.9035721687093782,0.18120805369127516,hhs6
vanilla_mamba,456,254,149,0.1,0.4414659558667666,0.3779527559055118,0.5309984510167367,0.3087248322147651,0.5609419431627939,0.4251968503937008,0.6875126338110292,0.2953020134228188,0.6947564337110399,0.38976377952755903,0.8626316136441557,0.28187919463087246,0.8715459985827125,0.23228346456692914,1.0832674880357753,0.16778523489932887,hhs6
vanilla_mamba,789,254,149,0.1,0.32533210277894065,0.7125984251968503,0.3697619763850679,0.6845637583892618,0.5244679054596496,0.6023622047244095,0.577247673798095,0.5637583892617449,0.7693971144546937,0.452755905511811,0.8511221886236522,0.3959731543624161,0.9840856399505605,0.3858267716535433,1.1258687105967178,0.31543624161073824,hhs6
vanilla_mamba,1024,254,149,0.1,0.351429458740475,0.6417322834645669,0.4250638598560209,0.5838926174496645,0.5504577430684308,0.3937007874015748,0.6134850455388787,0.3691275167785235,0.6762109672953845,0.3779527559055118,0.7059702286772106,0.348993288590604,0.7637453221475902,0.35039370078740156,0.7974145614539078,0.3422818791946309,hhs6
patchtst,42,254,149,0.1,0.4334927983150953,0.5551181102362205,0.39836059993545486,0.610738255033557,0.5824546862758112,0.5275590551181102,0.5611285135931755,0.5570469798657718,0.6857979746225128,0.484251968503937,0.6639562208968347,0.5100671140939598,0.8070475720699644,0.43700787401574803,0.7429641916694812,0.4697986577181208,hhs6
patchtst,123,254,149,0.1,0.45222829304719697,0.515748031496063,0.4082554949806563,0.5570469798657718,0.5341520217125321,0.515748031496063,0.5323959559235241,0.5234899328859061,0.627449494662533,0.5275590551181102,0.5986139413353512,0.5973154362416108,0.6970513058201024,0.5196850393700787,0.6651483111377878,0.5704697986577181,hhs6
patchtst,456,254,149,0.1,0.4410559649769062,0.6023622047244095,0.44032671411948127,0.6174496644295302,0.5990748243293547,0.531496062992126,0.5926287478819025,0.5704697986577181,0.6842573910008368,0.49606299212598426,0.6916686531252614,0.5302013422818792,0.7340356908339175,0.5118110236220472,0.7166844180489824,0.5369127516778524,hhs6
patchtst,789,254,149,0.1,0.43370418291004587,0.5905511811023622,0.3877765059916382,0.7114093959731543,0.5641974419375034,0.5866141732283464,0.5509632922438533,0.6711409395973155,0.629746604613062,0.5984251968503937,0.6672857662016833,0.6174496644295302,0.7109920236224979,0.515748031496063,0.6888269934168633,0.5771812080536913,hhs6
patchtst,1024,254,149,0.1,0.3591559960084142,0.8188976377952756,0.32428798815503995,0.8590604026845637,0.44280507529710467,0.7637795275590551,0.449964975528756,0.7718120805369127,0.5273380784874333,0.7440944881889764,0.5243178558273407,0.7651006711409396,0.5664919682816272,0.7204724409448819,0.5741920506005153,0.7315436241610739,hhs6
lstm,42,254,149,0.3,0.17304706693440422,0.6811023622047244,0.19403625298614297,0.6845637583892618,0.2683995014879545,0.5748031496062992,0.31091443026878063,0.6241610738255033,0.33217641178277496,0.5354330708661418,0.37924696427368026,0.5838926174496645,0.383803798347732,0.515748031496063,0.41397797499474887,0.5704697986577181,hhs7
lstm,123,254,149,0.3,0.16300315934321685,0.6299212598425197,0.17269404305081554,0.6442953020134228,0.2342711952923504,0.5590551181102362,0.2682913953932026,0.5570469798657718,0.28640629974794246,0.4763779527559055,0.3252273239315791,0.47651006711409394,0.3279650272979429,0.4763779527559055,0.34975538379793997,0.47651006711409394,hhs7
lstm,456,254,149,0.3,0.17681321917699241,0.6417322834645669,0.20257728058028437,0.5906040268456376,0.2646656889661008,0.5393700787401575,0.3145107756192878,0.5167785234899329,0.32579502242134273,0.46062992125984253,0.38283330060509013,0.4563758389261745,0.3725668328263832,0.41732283464566927,0.41801417271945507,0.4161073825503356,hhs7
lstm,789,254,149,0.3,0.1846309384380208,0.6023622047244095,0.211665083528052,0.5973154362416108,0.2667044249357568,0.5393700787401575,0.3155751892215558,0.5436241610738255,0.3120317204406269,0.47244094488188976,0.37582078326207613,0.4899328859060403,0.35390901709160993,0.4645669291338583,0.4088418274596964,0.46308724832214765,hhs7
lstm,1024,254,149,0.3,0.23078846399280478,0.43700787401574803,0.2267112269676702,0.5167785234899329,0.319081013696992,0.3937007874015748,0.3491054957047614,0.40268456375838924,0.3796744949593808,0.37401574803149606,0.41954338123769147,0.37583892617449666,0.43061936396425693,0.2952755905511811,0.4709584514043197,0.31543624161073824,hhs7
vanilla_mamba,42,254,149,0.1,0.19485023975486138,0.8622047244094488,0.22117173268128462,0.8523489932885906,0.2781815170714131,0.7401574803149606,0.3195825948769227,0.738255033557047,0.3184435291790174,0.7677165354330708,0.3781298196895124,0.7516778523489933,0.37557187996190633,0.6968503937007874,0.43235984857007975,0.697986577181208,hhs7
vanilla_mamba,123,254,149,0.1,0.3509745833536502,0.2559055118110236,0.3503583560820054,0.2684563758389262,0.33102710791064816,0.4448818897637795,0.3666997851506158,0.4563758389261745,0.3718360255440287,0.468503937007874,0.4249456763943222,0.5033557046979866,0.4308837388421689,0.42913385826771655,0.46833463917642637,0.42953020134228187,hhs7
vanilla_mamba,456,254,149,0.1,0.2890906611064477,0.5787401574803149,0.3091393393683276,0.5570469798657718,0.34302499176355433,0.6811023622047244,0.39043530603575755,0.6510067114093959,0.38421907684778994,0.6614173228346457,0.44406237016358074,0.6577181208053692,0.460427837227578,0.44881889763779526,0.5323384047376695,0.42953020134228187,hhs7
vanilla_mamba,789,254,149,0.1,0.16765442263956085,0.8661417322834646,0.1657487260526998,0.8993288590604027,0.2589494977657802,0.7874015748031497,0.2858393139134074,0.8120805369127517,0.32765470922363427,0.7480314960629921,0.3559344875636865,0.7785234899328859,0.3590721981584998,0.7362204724409449,0.40462027431497893,0.738255033557047,hhs7
vanilla_mamba,1024,254,149,0.1,0.23022724518888518,0.8110236220472441,0.25631480761275727,0.7919463087248322,0.33274697623670996,0.7086614173228346,0.37922465537605027,0.7315436241610739,0.397097625567981,0.6417322834645669,0.44799031458967237,0.6644295302013423,0.4298479940098363,0.6062992125984252,0.47017835550254244,0.610738255033557,hhs7
patchtst,42,254,149,0.1,0.22255486446237963,0.6929133858267716,0.23115197993273598,0.7315436241610739,0.32629737659899516,0.5748031496062992,0.3448932084951388,0.6375838926174496,0.4034808278322291,0.515748031496063,0.41419236730657,0.6174496644295302,0.5173537649696603,0.4330708661417323,0.49532245325340374,0.4966442953020134,hhs7
patchtst,123,254,149,0.1,0.23728206318000622,0.6456692913385826,0.21968908039271953,0.7114093959731543,0.2993344120490876,0.6259842519685039,0.29359203938424133,0.7046979865771812,0.36045812078384004,0.6141732283464567,0.331139337756055,0.7248322147651006,0.41404774522752547,0.6141732283464567,0.3693260177161826,0.7449664429530202,hhs7
patchtst,456,254,149,0.1,0.23984531865702305,0.6692913385826772,0.24995776011335422,0.7181208053691275,0.3265033857116794,0.5984251968503937,0.3339547184740172,0.6845637583892618,0.38771998270920127,0.562992125984252,0.39663131726842116,0.6308724832214765,0.44276321584067396,0.562992125984252,0.4365414673698724,0.6308724832214765,hhs7
patchtst,789,254,149,0.1,0.2260142021145978,0.6968503937007874,0.21246089756785153,0.7583892617449665,0.29694825504303035,0.6811023622047244,0.28400235863031464,0.7583892617449665,0.3539907082551597,0.6456692913385826,0.3600498623095937,0.738255033557047,0.4077979314981884,0.6023622047244095,0.3835360950479629,0.7181208053691275,hhs7
patchtst,1024,254,149,0.1,0.21107462297296292,0.8700787401574803,0.18710381995945674,0.9395973154362416,0.3062893491906845,0.7952755905511811,0.3208438969480169,0.8322147651006712,0.3766271956331059,0.7913385826771654,0.37970250805828887,0.8590604026845637,0.3999947436830221,0.7322834645669292,0.4074861320708412,0.825503355704698,hhs7
lstm,42,254,149,0.3,0.1798395957303186,0.5866141732283464,0.19941445407590538,0.5503355704697986,0.2840878743891314,0.4409448818897638,0.29413793061699295,0.44966442953020136,0.35106062750448436,0.42913385826771655,0.3399033021828611,0.4697986577181208,0.4270426661606135,0.35039370078740156,0.3800222370092849,0.3825503355704698,hhs8
lstm,123,254,149,0.3,0.19067792259751015,0.594488188976378,0.2092345414637893,0.5838926174496645,0.29947733925726266,0.468503937007874,0.3208701941269217,0.47651006711409394,0.37682366849665205,0.39763779527559057,0.38949227374306844,0.4161073825503356,0.4267873108307411,0.36220472440944884,0.3999017260996078,0.3825503355704698,hhs8
lstm,456,254,149,0.3,0.17593005164534375,0.5826771653543307,0.19808514927161966,0.5637583892617449,0.27598842705706134,0.4409448818897638,0.28949281315849446,0.46308724832214765,0.35347086817444456,0.41732283464566927,0.3557942366273054,0.42953020134228187,0.4306143338112584,0.3464566929133858,0.3982176526460002,0.3691275167785235,hhs8
lstm,789,254,149,0.3,0.1989292615077668,0.5708661417322834,0.22469599406225949,0.4966442953020134,0.3086685876379434,0.41338582677165353,0.3219203341909912,0.3959731543624161,0.37813590687111365,0.3858267716535433,0.37461648639868744,0.3691275167785235,0.44002591411541364,0.3031496062992126,0.39746372890082815,0.3221476510067114,hhs8
lstm,1024,254,149,0.3,0.2533218935204467,0.4566929133858268,0.25345469452216807,0.5771812080536913,0.35541930585038534,0.3228346456692913,0.383602388179751,0.3959731543624161,0.4246708710377896,0.2952755905511811,0.4673473794356985,0.33557046979865773,0.48757357706224946,0.2677165354330709,0.5423735836093475,0.26174496644295303,hhs8
vanilla_mamba,42,254,149,0.1,0.21246960406473184,0.8385826771653543,0.2656982040691383,0.8120805369127517,0.3050043545994182,0.6417322834645669,0.36103595597140636,0.5570469798657718,0.3565227128948426,0.6220472440944882,0.43116658266767455,0.5436241610738255,0.37422227561366717,0.5984251968503937,0.42676557539745635,0.5704697986577181,hhs8
vanilla_mamba,123,254,149,0.1,0.35394242250079655,0.2992125984251969,0.39681958393188616,0.2483221476510067,0.3558035572142031,0.4094488188976378,0.4053018515123756,0.35570469798657717,0.40706490721784405,0.3543307086614173,0.45117118949875523,0.3288590604026846,0.4298962683611457,0.37401574803149606,0.41180762480143246,0.4228187919463087,hhs8
vanilla_mamba,456,254,149,0.1,0.3025722838213009,0.515748031496063,0.35316031687736715,0.38926174496644295,0.35100240740127986,0.6259842519685039,0.40542974413589167,0.5503355704697986,0.3932395372556084,0.5669291338582677,0.4466606756204727,0.4697986577181208,0.48261624738750986,0.35826771653543305,0.5527991503882074,0.2953020134228188,hhs8
vanilla_mamba,789,254,149,0.1,0.20089562677267847,0.8779527559055118,0.1944256523882017,0.8926174496644296,0.3348217768395031,0.7874015748031497,0.33032691746171833,0.8120805369127517,0.434230252181901,0.6496062992125984,0.4019950287583655,0.6912751677852349,0.5075892834424479,0.5905511811023622,0.4890017541330759,0.5973154362416108,hhs8
vanilla_mamba,1024,254,149,0.1,0.22225215302620455,0.8188976377952756,0.2587548881900495,0.7986577181208053,0.3446575670479805,0.6141732283464567,0.3886588282763375,0.5973154362416108,0.4018396590845465,0.5905511811023622,0.4139609141842179,0.610738255033557,0.41517627005675445,0.5984251968503937,0.3831160493918157,0.6845637583892618,hhs8
patchtst,42,254,149,0.1,0.283346182939248,0.6062992125984252,0.2614034707689898,0.6912751677852349,0.39488361658736976,0.5669291338582677,0.38498297814137394,0.6577181208053692,0.46423077097237214,0.5669291338582677,0.43738373015298765,0.6577181208053692,0.5698929794529597,0.5275590551181102,0.5117985036259565,0.5973154362416108,hhs8
patchtst,123,254,149,0.1,0.27565361257944765,0.6496062992125984,0.24881625919681893,0.738255033557047,0.3256626992659163,0.6338582677165354,0.30990328244636667,0.7046979865771812,0.40335046469300573,0.6141732283464567,0.364788024200663,0.7046979865771812,0.4525581587379201,0.6259842519685039,0.40445753828165576,0.7114093959731543,hhs8
patchtst,456,254,149,0.1,0.2938159488709959,0.6377952755905512,0.2821790081715885,0.7181208053691275,0.38357036737966177,0.5669291338582677,0.3419268312818187,0.6778523489932886,0.4293123393719401,0.5511811023622047,0.38831690195911467,0.6510067114093959,0.47280952719009295,0.5669291338582677,0.4170685006263942,0.6577181208053692,hhs8
patchtst,789,254,149,0.1,0.27638962002184775,0.6614173228346457,0.24927161316734936,0.7718120805369127,0.35501201230304386,0.6456692913385826,0.34004155773292283,0.7583892617449665,0.4119798054783062,0.6220472440944882,0.4258954155982505,0.7315436241610739,0.48871063846209645,0.5787401574803149,0.4747897636211874,0.6778523489932886,hhs8
patchtst,1024,254,149,0.1,0.21916214401610212,0.8543307086614174,0.18687815957859505,0.959731543624161,0.30058460624891525,0.7755905511811023,0.3007678098752104,0.8590604026845637,0.3767726260316069,0.7637795275590551,0.4002469782822235,0.8590604026845637,0.37730547775150236,0.7283464566929134,0.39986262131110456,0.7986577181208053,hhs8
lstm,42,254,149,0.3,0.1962180027162649,0.6968503937007874,0.21229669853240504,0.7114093959731543,0.35081021747057345,0.5196850393700787,0.3645579377762041,0.5570469798657718,0.4596563469900411,0.4330708661417323,0.4430313556991585,0.5167785234899329,0.6145854571041323,0.33858267716535434,0.5751673189182132,0.3959731543624161,hhs9
lstm,123,254,149,0.3,0.1805490651897109,0.7637795275590551,0.21126733256701236,0.7718120805369127,0.3394538175625085,0.5236220472440944,0.40039436517876303,0.4899328859060403,0.4909695394010178,0.3464566929133858,0.5593010996612126,0.33557046979865773,0.6235179019454856,0.2874015748031496,0.6715973504124629,0.28187919463087246,hhs9
lstm,456,254,149,0.3,0.21611500610914672,0.6614173228346457,0.24672451338546775,0.6375838926174496,0.39012611225130056,0.46062992125984253,0.4244483977227508,0.47651006711409394,0.5677356940737452,0.3700787401574803,0.5984672864526294,0.40939597315436244,0.7109024958548706,0.2992125984251969,0.7389569770649778,0.3087248322147651,hhs9
lstm,789,254,149,0.3,0.2232920000610063,0.6614173228346457,0.25353032259263486,0.6845637583892618,0.3758418530098219,0.484251968503937,0.40413845521422076,0.5234899328859061,0.5031218190993686,0.38188976377952755,0.5089719371525024,0.4429530201342282,0.6270690041851892,0.35826771653543305,0.6061385495780264,0.40268456375838924,hhs9
lstm,1024,254,149,0.3,0.2594595962963827,0.5393700787401575,0.2650977688893863,0.6778523489932886,0.4168750239332748,0.33070866141732286,0.48026213917399696,0.31543624161073824,0.5581704341175622,0.2677165354330709,0.6652665382981963,0.19463087248322147,0.6821639151245262,0.2125984251968504,0.8194210788271048,0.15436241610738255,hhs9
vanilla_mamba,42,254,149,0.1,0.25260293059206634,0.7480314960629921,0.32783508556905555,0.6375838926174496,0.3660583986868927,0.49606299212598426,0.46390934609570234,0.35570469798657717,0.49430924163992906,0.4330708661417323,0.6479265873004996,0.28187919463087246,0.547761687895271,0.41732283464566927,0.6840239494833754,0.26174496644295303,hhs9
vanilla_mamba,123,254,149,0.1,0.28346277712439066,0.5,0.288208098331206,0.5838926174496645,0.350671366626516,0.4881889763779528,0.37258467531079004,0.5167785234899329,0.4991264294972978,0.33070866141732286,0.5448337526550298,0.28187919463087246,0.6300224999011644,0.2755905511811024,0.6480750582859612,0.26174496644295303,hhs9
vanilla_mamba,456,254,149,0.1,0.2900888414956433,0.594488188976378,0.3427881811202216,0.5100671140939598,0.3912157695632057,0.5078740157480315,0.45914524397107026,0.40268456375838924,0.48524696504389214,0.4645669291338583,0.5648731764061374,0.35570469798657717,0.6293203407190855,0.30708661417322836,0.7466195121792756,0.21476510067114093,hhs9
vanilla_mamba,789,254,149,0.1,0.20024365650795373,0.889763779527559,0.20798049872214433,0.9060402684563759,0.3194220508068264,0.7677165354330708,0.32353634731672865,0.7785234899328859,0.4958696007079473,0.5393700787401575,0.5265586715460973,0.44966442953020136,0.6381795891419243,0.4566929133858268,0.7129635294655957,0.30201342281879195,hhs9
vanilla_mamba,1024,254,149,0.1,0.21841230755074356,0.8385826771653543,0.25944079211563836,0.8053691275167785,0.36606944847743583,0.5275590551181102,0.4071969343597075,0.47651006711409394,0.4813805791450991,0.4015748031496063,0.4992643637320792,0.33557046979865773,0.5967534118033219,0.3464566929133858,0.6271278842847967,0.2550335570469799,hhs9
patchtst,42,254,149,0.1,0.2570686823968323,0.5787401574803149,0.28539242893292177,0.6174496644295302,0.3796137333831449,0.5118110236220472,0.4216727964572667,0.5167785234899329,0.4558662693092816,0.5,0.4839067055909809,0.5167785234899329,0.5538851738162275,0.452755905511811,0.5704083248154568,0.4697986577181208,hhs9
patchtst,123,254,149,0.1,0.26787269749295745,0.594488188976378,0.2855075961565325,0.6912751677852349,0.34690379819062744,0.5590551181102362,0.376012728593076,0.6510067114093959,0.45268634666301993,0.5,0.4735089425138666,0.5637583892617449,0.5252788694120768,0.5118110236220472,0.549490705197533,0.5637583892617449,hhs9
patchtst,456,254,149,0.1,0.2939355737182099,0.6220472440944882,0.34973642570251695,0.6510067114093959,0.3847620847573308,0.562992125984252,0.44142152196261075,0.5704697986577181,0.4553312092713402,0.5196850393700787,0.510405109109738,0.5302013422818792,0.5066041031179874,0.5433070866141733,0.5570077376013287,0.5704697986577181,hhs9
patchtst,789,254,149,0.1,0.25375571361554483,0.6811023622047244,0.2849597302264432,0.7046979865771812,0.3654666255265015,0.5511811023622047,0.41310190068882346,0.5906040268456376,0.4491101996524617,0.5748031496062992,0.5280231472728968,0.5838926174496645,0.536442758725629,0.531496062992126,0.6018740956083066,0.5771812080536913,hhs9
patchtst,1024,254,149,0.1,0.22429410820671936,0.7913385826771654,0.22026996578928817,0.8657718120805369,0.29362089060160224,0.7755905511811023,0.28133559835924155,0.8657718120805369,0.3731556174656435,0.7440944881889764,0.35690773065684317,0.8322147651006712,0.46329626272444296,0.6417322834645669,0.48881674488640614,0.6644295302013423,hhs9
lstm,42,254,149,0.3,0.1972780177049219,0.6653543307086615,0.23251511851404444,0.6577181208053692,0.3283059647508433,0.5393700787401575,0.3817778510079636,0.5503355704697986,0.4331934542978965,0.49606299212598426,0.5093648673015257,0.5033557046979866,0.519083654844712,0.4330708661417323,0.6046856124840432,0.4697986577181208,hhs10
lstm,123,254,149,0.3,0.17176893367542057,0.6732283464566929,0.18840628042264898,0.7248322147651006,0.2930191397343503,0.5275590551181102,0.33126580516833554,0.5838926174496645,0.39109305454867627,0.42913385826771655,0.44210426654574264,0.4697986577181208,0.4865911715268804,0.39763779527559057,0.5435666815546535,0.46308724832214765,hhs10
lstm,456,254,149,0.3,0.1937304353086518,0.6181102362204725,0.22145949440618834,0.6375838926174496,0.3107401655319006,0.5118110236220472,0.3610048683447291,0.5570469798657718,0.40840243948542554,0.41732283464566927,0.4767133997495091,0.5033557046979866,0.49480136079418463,0.3779527559055118,0.5669651936837733,0.47651006711409394,hhs10
lstm,789,254,149,0.3,0.21083035714483064,0.6732283464566929,0.25372235191644094,0.7046979865771812,0.33451563341543716,0.5,0.38302043375257233,0.5637583892617449,0.4181667785258254,0.4763779527559055,0.48938673646362385,0.5302013422818792,0.5037372057733165,0.421259842519685,0.5725111061202426,0.5234899328859061,hhs10
lstm,1024,254,149,0.3,0.23911208404412382,0.515748031496063,0.2527188354608858,0.6375838926174496,0.3621083750547468,0.4763779527559055,0.4190403691919476,0.5637583892617449,0.45600602768864057,0.4094488188976378,0.5460079747427997,0.4697986577181208,0.5353063782840427,0.38188976377952755,0.6444259998437994,0.42953020134228187,hhs10
vanilla_mamba,42,254,149,0.1,0.21353525255496517,0.8622047244094488,0.2840869836418351,0.7919463087248322,0.308316470609263,0.7362204724409449,0.39715975460737973,0.7248322147651006,0.363640141440852,0.7834645669291339,0.48170436630808716,0.738255033557047,0.448296053782335,0.6771653543307087,0.5579218354162893,0.6510067114093959,hhs10
vanilla_mamba,123,254,149,0.1,0.32084641924276197,0.3425196850393701,0.3737351558695547,0.3422818791946309,0.34184341821764713,0.5905511811023622,0.4426561993024842,0.5436241610738255,0.41929259453982737,0.5511811023622047,0.5368578681007989,0.5570469798657718,0.5314681505796762,0.3661417322834646,0.6353724746249109,0.40939597315436244,hhs10
vanilla_mamba,456,254,149,0.1,0.28006763537105417,0.6968503937007874,0.3508504238575784,0.6510067114093959,0.35676182367158843,0.7440944881889764,0.457759879714034,0.6845637583892618,0.4188443440739646,0.7086614173228346,0.5338963337426096,0.697986577181208,0.5053774774841165,0.562992125984252,0.6469343431396581,0.5570469798657718,hhs10
vanilla_mamba,789,254,149,0.1,0.199235364093239,0.8385826771653543,0.23266159836260475,0.8590604026845637,0.2886291351283874,0.8070866141732284,0.35982673575309754,0.8187919463087249,0.3742568762787643,0.7322834645669292,0.4554785595966005,0.7785234899328859,0.41947933917568647,0.7401574803149606,0.5369712623912513,0.7583892617449665,hhs10
vanilla_mamba,1024,254,149,0.1,0.22318322188288434,0.8740157480314961,0.28723150064170294,0.8187919463087249,0.33444120759947255,0.7244094488188977,0.43407905610900577,0.6845637583892618,0.405571530613996,0.7125984251968503,0.5155654966452047,0.697986577181208,0.49797707659685625,0.6338582677165354,0.6074057047328658,0.6577181208053692,hhs10
patchtst,42,254,149,0.1,0.3324386855912194,0.6692913385826772,0.4134510728945999,0.7651006711409396,0.4770119023611288,0.5984251968503937,0.6020731287875503,0.6778523489932886,0.565667687589376,0.5275590551181102,0.7169326130409682,0.610738255033557,0.6675983910444195,0.5196850393700787,0.8251700521675532,0.610738255033557,hhs10
patchtst,123,254,149,0.1,0.3419916188605173,0.6732283464566929,0.4086099206228149,0.7986577181208053,0.44380471803161214,0.6220472440944882,0.5552415251851448,0.7583892617449665,0.5449884893642136,0.5905511811023622,0.6699616006366759,0.7315436241610739,0.6368729218475085,0.5708661417322834,0.7832819235873163,0.697986577181208,hhs10
patchtst,456,254,149,0.1,0.3607963744749053,0.7125984251968503,0.4791300432448667,0.7651006711409396,0.4513992598440622,0.6811023622047244,0.5746695647202813,0.7583892617449665,0.5272012637766796,0.5984251968503937,0.6592490362001815,0.697986577181208,0.597827584210634,0.5708661417322834,0.725466502147833,0.6778523489932886,hhs10
patchtst,789,254,149,0.1,0.3420240395865857,0.6732283464566929,0.4295881967847014,0.7583892617449665,0.4483944044849851,0.6456692913385826,0.5642990218186417,0.7181208053691275,0.5400563861396405,0.6653543307086615,0.7011566107177051,0.7315436241610739,0.6255946250660559,0.6220472440944882,0.7728734415876923,0.7114093959731543,hhs10
patchtst,1024,254,149,0.1,0.25623344453271524,0.8149606299212598,0.28813952603692916,0.8926174496644296,0.38109766041762305,0.7874015748031497,0.4730603863807799,0.8456375838926175,0.48449597675603895,0.7519685039370079,0.596587283981696,0.8187919463087249,0.5613983998537473,0.7047244094488189,0.7142738824875535,0.7718120805369127,hhs10
