tF_wis_h1,tF_cov95_h1,tS_wis_h1,tS_cov95_h1,tF_wis_h2,tF_cov95_h2,tS_wis_h2,tS_cov95_h2,tF_wis_h3,tF_cov95_h3,tS_wis_h3,tS_cov95_h3,tF_wis_h4,tF_cov95_h4,tS_wis_h4,tS_cov95_h4,n_full,n_strict,region,baseline,seed
0.2544704514035238,0.937007874015748,0.2807868590678242,0.8993288590604027,0.3817577965738853,0.9212598425196851,0.3906796311034247,0.9395973154362416,0.5344902214006877,0.8976377952755905,0.5142192850562092,0.9261744966442953,0.6600576455338957,0.8070866141732284,0.6077848972776654,0.8389261744966443,254,149,hhs4,vanilla_mamba,123
0.2625447399779488,0.9409448818897638,0.3011350276011204,0.9060402684563759,0.3481914390689438,0.937007874015748,0.36528537903601127,0.9463087248322147,0.463009019254599,0.937007874015748,0.4461657132267684,0.9731543624161074,0.5406670133715806,0.8976377952755905,0.4931263501314343,0.9530201342281879,254,149,hhs4,vanilla_mamba,456
0.2321698414697042,0.937007874015748,0.2535803446898968,0.9261744966442953,0.3911069351614955,0.905511811023622,0.39159505380174253,0.9060402684563759,0.5541454460790264,0.8700787401574803,0.5392366877703995,0.8993288590604027,0.6789616824903136,0.8228346456692913,0.6449470302287769,0.8791946308724832,254,149,hhs4,vanilla_mamba,789
0.258242107193775,0.9448818897637795,0.3037802673766435,0.9060402684563759,0.44579735927515557,0.8858267716535433,0.4520138775330427,0.8791946308724832,0.5729274391135754,0.8622047244094488,0.5407732249569421,0.8926174496644296,0.6641511395744121,0.8267716535433071,0.6163002502952122,0.8590604026845637,254,149,hhs4,vanilla_mamba,1024
0.28769861260912555,0.8700787401574803,0.30939297377480945,0.912751677852349,0.40916479606080275,0.937007874015748,0.43860306658845294,0.912751677852349,0.48957574620386674,0.9173228346456693,0.5314007299866625,0.8993288590604027,0.6225630430941247,0.8818897637795275,0.6444492062802013,0.9194630872483222,254,149,hhs4,patchtst,42
0.2940214434692793,0.8858267716535433,0.29678705517840115,0.9261744966442953,0.38559882277697505,0.937007874015748,0.416569927993319,0.8993288590604027,0.4675784926192926,0.9094488188976378,0.48232846328361484,0.8791946308724832,0.536264500763029,0.9015748031496063,0.5326597476754529,0.8926174496644296,254,149,hhs4,patchtst,123
0.29599968745943245,0.937007874015748,0.32007002499118575,0.8993288590604027,0.40429559129014,0.9330708661417323,0.4429815430783173,0.8926174496644296,0.48455949930602943,0.9094488188976378,0.5136997263035724,0.8657718120805369,0.5526254388105417,0.8858267716535433,0.5822094281925312,0.87248322147651,254,149,hhs4,patchtst,456
0.28870343453584274,0.9094488188976378,0.3072751707664818,0.87248322147651,0.40888528429619236,0.9212598425196851,0.420277219761208,0.8791946308724832,0.46014602468713883,0.9173228346456693,0.4708675203944156,0.8791946308724832,0.5311757962016044,0.8740157480314961,0.5090529336106826,0.912751677852349,254,149,hhs4,patchtst,789
0.2635449208348345,0.9212598425196851,0.2710371460797331,0.8859060402684564,0.36147902135269583,0.9409448818897638,0.3715275271421305,0.9194630872483222,0.42823634530800675,0.9251968503937008,0.42960470625890923,0.9194630872483222,0.46499780547626063,0.9212598425196851,0.46385710765313715,0.9060402684563759,254,149,hhs4,patchtst,1024
0.1873826290868117,0.9571984435797666,0.22108262716459004,0.9261744966442953,0.32345216664215115,0.9494163424124513,0.37648814320838986,0.912751677852349,0.41291322183434603,0.9455252918287937,0.47006513338391676,0.9328859060402684,0.5004454503501208,0.9182879377431906,0.5643112228308688,0.9060402684563759,257,149,hhs4,cg_mamba,42
0.18166595123923576,0.9688715953307393,0.21801712186423752,0.9463087248322147,0.30923770344130136,0.9455252918287937,0.3677298929943332,0.9060402684563759,0.39522078714554365,0.953307392996109,0.4554843541265995,0.9328859060402684,0.4631122606771903,0.9105058365758755,0.5230527262929465,0.8993288590604027,257,149,hhs4,cg_mamba,123
