sample_idx,horizon,target_ep,mu_CGM_raw,mu_HMM_raw,y_raw,sigma2_within,sigma2_between_HMM,bias_sq,sigma2_total
102,4,202441,2.4500038623809814,3.2886061668395996,2.0201399326324463,1.1974363327026367,0.00036361845559440553,0.4397627115249634,1.1977999210357666
103,1,202439,2.123302698135376,3.2860071659088135,1.9349499940872192,1.1962040662765503,0.004218888934701681,0.8453666567802429,1.200423002243042
103,2,202440,2.290644645690918,3.2865753173828125,1.9050899744033813,1.1964842081069946,0.0034151526633650064,0.6202468872070312,1.1998993158340454
103,3,202441,2.3919029235839844,3.286987781524658,2.0201399326324463,1.1966841220855713,0.00281872833147645,0.5009965896606445,1.1995028257369995
103,4,202442,2.477246046066284,3.2873072624206543,2.0703699588775635,1.196837067604065,0.0023496404755860567,0.41033846139907837,1.1991866827011108
104,1,202440,2.1157240867614746,3.283604860305786,1.9050899744033813,1.1950324773788452,0.007659744471311569,0.8529102802276611,1.2026922702789307
104,2,202441,2.291827440261841,3.2814767360687256,2.0201399326324463,1.1939992904663086,0.010719253681600094,0.6124477386474609,1.2047185897827148
104,3,202442,2.4033050537109375,3.2784743309020996,2.0703699588775635,1.1925405263900757,0.015020409598946571,0.47895050048828125,1.2075608968734741
104,4,202443,2.5053458213806152,3.2742133140563965,2.220439910888672,1.1904689073562622,0.021101856604218483,0.3696659207344055,1.2115707397460938
105,1,202441,2.1352992057800293,2.9968364238739014,2.0201399326324463,1.059844732284546,0.38307324051856995,0.46414586901664734,1.4429179430007935
105,2,202442,2.412212371826172,1.4585762023925781,2.0703699588775635,0.33441242575645447,0.6403628587722778,0.5686851143836975,0.9747753143310547
105,3,202443,2.362405776977539,0.9057789444923401,2.220439910888672,0.07371480762958527,0.009981665760278702,1.3267921209335327,0.08369646966457367
105,4,202444,2.4488863945007324,0.8991832733154297,2.3172500133514404,0.07060427218675613,0.00015301456733141094,1.5017701387405396,0.07075728476047516
106,1,202442,2.2115097045898438,3.278334856033325,2.0703699588775635,1.1924997568130493,0.01531556248664856,0.7116934061050415,1.2078152894973755
106,2,202443,2.3987677097320557,3.281632423400879,2.220439910888672,1.1939071416854858,0.009901156648993492,0.4874104857444763,1.203808307647705
106,3,202444,2.5330302715301514,3.2801642417907715,2.3172500133514404,1.1929481029510498,0.011139762587845325,0.3490627110004425,1.2040878534317017
106,4,202445,2.653590202331543,3.2752699851989746,2.47189998626709,1.1902408599853516,0.016974886879324913,0.24167944490909576,1.2072157859802246
107,1,202443,2.272693395614624,3.283247470855713,2.220439910888672,1.1948671340942383,0.008202197030186653,0.6385949850082397,1.2030693292617798
107,2,202444,2.4696664810180664,3.2856698036193848,2.3172500133514404,1.1960053443908691,0.00458122743293643,0.4163804352283478,1.2005865573883057
107,3,202445,2.6324663162231445,3.286827564239502,2.47189998626709,1.1965478658676147,0.0028429687954485416,0.267757385969162,1.1993908882141113
107,4,202446,2.769537925720215,3.2873876094818115,2.691699981689453,1.1968095302581787,0.001998840132728219,0.16769249737262726,1.1988083124160767
108,1,202444,2.4692647457122803,3.2881217002868652,2.3172500133514404,1.1971778869628906,0.000980827957391739,0.4192976653575897,1.1981587409973145
108,2,202445,2.7074649333953857,3.2883729934692383,2.47189998626709,1.1973061561584473,0.000640563725028187,0.21101872622966766,1.1979466676712036
108,3,202446,2.89683198928833,3.2885384559631348,2.691699981689453,1.1973952054977417,0.0004319898143876344,0.0959462970495224,1.1978272199630737
108,4,202447,3.0494742393493652,3.288675308227539,2.8894901275634766,1.1974692344665527,0.00026094651548191905,0.035779427736997604,1.1977301836013794
109,1,202445,2.600822925567627,3.285831928253174,2.47189998626709,1.1959370374679565,0.0038288282230496407,0.2934260368347168,1.199765920639038
109,2,202446,2.863408088684082,3.283303737640381,2.691699981689453,1.194564938545227,0.006957425735890865,0.11025255173444748,1.2015223503112793
109,3,202447,3.070821762084961,3.279764175415039,2.8894901275634766,1.1926493644714355,0.011342894285917282,0.027299823239445686,1.203992247581482
109,4,202448,3.2310264110565186,3.2758302688598633,3.1828298568725586,1.190521001815796,0.0162030179053545,0.001255264738574624,1.2067240476608276
110,1,202446,2.7776527404785156,3.2852232456207275,2.691699981689453,1.195602297782898,0.004567063879221678,0.16110141575336456,1.200169324874878
110,2,202447,3.0530169010162354,3.284761428833008,2.8894901275634766,1.1953520774841309,0.005140362307429314,0.03358347341418266,1.2004923820495605
110,3,202448,3.238905191421509,3.2851004600524902,3.1828298568725586,1.1955355405807495,0.004718319047242403,0.0013344509061425924,1.2002538442611694
110,4,202449,3.3779468536376953,3.2860660552978516,3.317999839782715,1.196057677268982,0.0035162540152668953,0.005279072560369968,1.1995738744735718
111,1,202447,3.031492233276367,3.280825614929199,2.8894901275634766,1.193223237991333,0.01002743560820818,0.03887472301721573,1.2032506465911865
111,2,202448,3.3070080280303955,3.282407522201538,3.1828298568725586,1.1940789222717285,0.008065569214522839,0.00037843501195311546,1.2021445035934448
111,3,202449,3.4925613403320312,3.286558151245117,3.317999839782715,1.1963239908218384,0.002902928739786148,0.02653721533715725,1.199226975440979
111,4,202450,3.634908676147461,3.288503646850586,3.7879300117492676,1.1973763704299927,0.00047548054135404527,0.0750368982553482,1.1978518962860107
112,1,202448,3.3233535289764404,3.285295009613037,3.1828298568725586,1.1956408023834229,0.004476245958358049,0.0009057509596459568,1.2001169919967651
112,2,202449,3.6746654510498047,3.2873520851135254,3.317999839782715,1.1967535018920898,0.0019125891849398613,0.09380605816841125,1.1986660957336426
112,3,202450,3.903717517852783,3.2884297370910645,3.7879300117492676,1.197336196899414,0.0005680638714693487,0.23673540353775024,1.1979042291641235
112,4,202451,4.054166793823242,3.2887892723083496,4.944890022277832,1.19753098487854,0.00011847844143630937,0.3663174510002136,1.1976494789123535
113,1,202449,3.7081239223480225,3.288541316986084,3.317999839782715,1.1973966360092163,0.0004285145259927958,0.11008837819099426,1.1978251934051514
113,2,202450,4.127852439880371,3.2888801097869873,3.7879300117492676,1.197580099105835,5.096530458104098e-06,0.4401507079601288,1.1975852251052856
113,3,202451,4.369342803955078,3.288884162902832,4.944890022277832,1.1975822448730469,5.085363685708444e-09,0.7299992442131042,1.1975822448730469
113,4,202452,4.490108013153076,3.288884162902832,6.743490219116211,1.1975822448730469,4.198707082968961e-13,0.9023066759109497,1.1975822448730469
114,1,202450,3.8199515342712402,3.2883810997009277,3.7879300117492676,1.197310209274292,0.000628254609182477,0.17669649422168732,1.1979384422302246
114,2,202451,4.246739387512207,3.288789749145508,4.944890022277832,1.1975312232971191,0.00011794231977546588,0.573841392993927,1.1976491212844849
